nom,prenom,niveau_etude,region,smoker,revenu_estime_mois,historique_credits,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Foster,Brenda,bac+2,Auvergne-Rhône-Alpes,oui,3582.0,3.0,2024-03-12,581.0,311.92,500.0
Lester,Michael,aucun,Bretagne,non,1171.0,3.0,2021-08-07,840.0,546.39,7036.933982637373
Osborn,Beth,doctorat,Auvergne-Rhône-Alpes,non,500.0,0.0,2021-02-09,760.0,650.918,6871.1122444362445
Elliott,Brittney,aucun,Île-de-France,non,4130.0,3.0,2025-01-24,581.0,500.62600000000003,23800.2848639697
Walters,Eugene,doctorat,Corse,oui,2560.0,5.0,2021-10-18,787.0,866.05,500.0
Stewart,Donald,master,Occitanie,oui,1892.0,1.0,2024-01-13,711.0,910.842,15088.916475610826
Fields,Sierra,doctorat,Bretagne,oui,3056.0,1.0,2020-10-09,553.0,953.6940000000001,30181.130879989247
Coleman,Steven,bac+2,Île-de-France,non,500.0,2.0,2021-04-01,577.0,818.22,500.0
Eaton,Shirley,aucun,Hauts-de-France,oui,2193.0,0.0,2021-12-27,580.0,1000.85,500.0
Curtis,Brooke,doctorat,Auvergne-Rhône-Alpes,oui,2850.0,2.0,2022-06-25,577.0,703.33,1439.6910306125149
Hubbard,Michael,aucun,Bretagne,non,1254.0,2.0,2024-04-05,318.0,883.6740000000002,500.0
Phillips,Lori,master,Île-de-France,oui,1226.0,5.0,2022-10-02,790.0,641.76,500.0
Randolph,Bradley,bac,Hauts-de-France,non,5020.0,3.0,2021-06-13,317.0,1072.3760000000002,5105.148839307339
King,Ryan,bac,Corse,oui,2025.0,1.0,2020-12-09,321.0,747.662,500.0
Sutton,Brandi,aucun,Auvergne-Rhône-Alpes,oui,4389.0,2.0,2025-05-07,577.0,714.228,12451.179224418414
Robinson,Samantha,bac,Occitanie,oui,4336.0,1.0,2022-10-06,553.0,895.8299999999999,500.0
Henry,Jennifer,master,Bretagne,non,1423.0,2.0,2024-10-11,326.0,810.0020000000001,500.0
Young,Monica,aucun,Auvergne-Rhône-Alpes,oui,2554.0,1.0,2023-08-06,553.0,750.878,500.0
Clark,Judy,doctorat,Bretagne,oui,3056.0,0.0,2021-06-30,580.0,1220.23,32214.32524541761
Hughes,Jeffery,bac,Normandie,non,4065.0,3.0,2020-11-04,581.0,808.29,17602.745150823277
Brooks,James,bac,Provence-Alpes-Côte d’Azur,oui,1929.0,0.0,2021-05-16,580.0,806.3860000000001,500.0
Woods,Elijah,bac+2,Provence-Alpes-Côte d’Azur,non,2536.0,0.0,2022-05-04,466.0,786.808,1317.5446060193783
Johnson,Leah,aucun,Corse,oui,1900.0,2.0,2022-12-18,352.0,813.472,500.0
Richards,Daniel,aucun,Île-de-France,non,3579.0,4.0,2024-02-26,576.0,800.254,17535.458832323646
Dixon,Ivan,aucun,Auvergne-Rhône-Alpes,non,3616.0,3.0,2020-05-11,581.0,880.616,500.0
Townsend,John,master,Occitanie,non,1727.0,4.0,2020-01-26,576.0,801.002,19319.196148001323
Terry,Gloria,bac,Auvergne-Rhône-Alpes,oui,1205.0,5.0,2024-02-27,557.0,975.32,500.0
Rodriguez,Brian,aucun,Bretagne,non,2329.0,5.0,2025-01-06,453.0,645.9379999999999,500.0
Lindsey,Sarah,doctorat,Corse,oui,2692.0,2.0,2023-10-02,577.0,1042.914,3398.056868350395
Myers,Emily,doctorat,Provence-Alpes-Côte d’Azur,non,4219.0,3.0,2020-04-13,617.0,792.73,30210.38076884105
Anderson,Brent,aucun,Île-de-France,oui,1043.0,5.0,2021-10-01,706.0,851.652,500.0
Vaughn,Victoria,doctorat,Île-de-France,non,1234.0,0.0,2024-07-05,580.0,706.9559999999999,37222.27624402957
Walker,Bridget,master,Auvergne-Rhône-Alpes,oui,4411.0,1.0,2024-02-11,599.0,1153.842,500.0
Berg,Julie,bac+2,Auvergne-Rhône-Alpes,non,4536.0,3.0,2024-05-12,483.0,787.082,22791.084281492807
Chandler,Rodney,doctorat,Bretagne,non,819.0,5.0,2023-02-16,667.0,949.402,30067.215410477864
Romero,Rachel,aucun,Île-de-France,non,2070.0,2.0,2022-05-04,577.0,739.762,17545.045868818048
Hammond,Michael,doctorat,Auvergne-Rhône-Alpes,oui,2493.0,2.0,2023-10-11,577.0,598.932,20817.4575589118
Evans,Emily,aucun,Bretagne,non,1873.0,4.0,2022-02-05,825.0,620.522,14792.258324997892
Meyer,Natasha,bac,Hauts-de-France,oui,2852.0,5.0,2020-11-14,357.0,809.31,500.0
Jones,Harry,doctorat,Hauts-de-France,non,2490.0,0.0,2021-09-02,429.0,648.02,26040.882828038008
Williams,Erik,aucun,Corse,oui,2251.0,3.0,2022-03-12,581.0,1049.02,500.0
Jones,Kevin,bac+2,Provence-Alpes-Côte d’Azur,non,606.0,2.0,2023-07-11,779.0,789.0240000000001,500.0
Morgan,Matthew,bac,Auvergne-Rhône-Alpes,oui,3188.0,0.0,2023-03-18,580.0,871.3340000000001,6150.042727113279
Koch,Crystal,master,Provence-Alpes-Côte d’Azur,non,500.0,1.0,2021-02-22,553.0,713.5759999999999,500.0
Alvarado,Steven,aucun,Île-de-France,non,3751.0,0.0,2024-06-22,580.0,735.2259999999999,20588.76654653692
Baker,Brandon,master,Bretagne,oui,3178.0,0.0,2022-01-21,580.0,817.1199999999999,20706.61052436241
Fletcher,James,aucun,Bretagne,oui,1528.0,5.0,2022-11-12,455.0,778.51,500.0
Cross,Barbara,aucun,Normandie,non,2999.0,3.0,2021-09-26,637.0,525.36,5645.743153641728
Fowler,Daniel,master,Normandie,non,2350.0,1.0,2023-04-06,553.0,1133.498,23561.000208170462
Mooney,Kimberly,doctorat,Bretagne,non,2871.0,3.0,2024-02-19,581.0,798.398,1779.1326697419652
Lee,John,aucun,Normandie,oui,2485.0,1.0,2020-06-05,401.0,643.1200000000001,500.0
Pena,Courtney,aucun,Auvergne-Rhône-Alpes,non,2671.0,3.0,2025-05-03,729.0,639.59,500.0
Sullivan,Brenda,doctorat,Île-de-France,oui,785.0,3.0,2023-09-28,581.0,642.1,500.0
Farley,Penny,master,Corse,non,3712.0,1.0,2020-08-03,452.0,771.05,500.0
Robinson,Timothy,bac+2,Auvergne-Rhône-Alpes,non,2322.0,3.0,2025-02-25,581.0,921.01,500.0
Livingston,Mary,bac,Bretagne,oui,3454.0,0.0,2021-08-19,580.0,723.412,11411.63837833595
Taylor,Richard,bac,Normandie,oui,3728.0,1.0,2020-02-10,389.0,837.832,1239.7332161618597
Taylor,Samantha,bac+2,Île-de-France,oui,5381.0,2.0,2024-08-08,438.0,608.3259999999999,20285.71703516849
Collins,Sean,bac+2,Provence-Alpes-Côte d’Azur,non,2083.0,5.0,2024-11-08,402.0,730.3399999999999,20821.972562863903
Hernandez,William,bac+2,Île-de-France,non,2790.0,5.0,2022-12-05,544.0,770.678,500.0
Long,Amanda,master,Provence-Alpes-Côte d’Azur,non,2564.0,0.0,2020-02-15,580.0,717.2439999999999,21735.303398241387
Barker,Darryl,bac,Bretagne,non,4028.0,0.0,2022-05-03,789.0,729.558,18298.694122291112
Sparks,Brian,aucun,Provence-Alpes-Côte d’Azur,non,3465.0,2.0,2020-02-10,378.0,910.2760000000001,16018.562486023637
Ibarra,Kimberly,bac+2,Provence-Alpes-Côte d’Azur,non,2562.0,4.0,2021-02-24,772.0,900.7119999999999,27460.961336772674
Cruz,Russell,bac+2,Bretagne,non,4361.0,3.0,2022-07-02,581.0,849.118,22040.55911743361
Juarez,Justin,master,Hauts-de-France,non,1610.0,1.0,2020-06-09,716.0,692.662,500.0
Young,Whitney,aucun,Normandie,oui,2453.0,0.0,2023-12-07,580.0,760.5060000000001,500.0
Briggs,Heather,aucun,Occitanie,oui,2829.0,0.0,2022-11-09,661.0,652.2520000000001,7172.698675956677
Lindsey,Bobby,bac+2,Occitanie,non,2733.0,2.0,2024-12-31,577.0,852.542,500.0
Mcmillan,George,master,Provence-Alpes-Côte d’Azur,non,3140.0,5.0,2023-01-15,727.0,619.432,25804.57376723502
Hale,James,doctorat,Bretagne,non,3822.0,1.0,2021-07-23,716.0,662.0379999999999,9236.974544372835
Garza,Donald,bac+2,Bretagne,oui,3008.0,0.0,2020-08-22,580.0,748.548,16233.503687503098
Savage,Cindy,master,Auvergne-Rhône-Alpes,oui,663.0,2.0,2024-06-03,577.0,597.19,7892.259969746159
Wood,Cameron,doctorat,Normandie,oui,3131.0,2.0,2021-11-15,577.0,265.2039,7213.026972635107
Graham,Brandon,master,Auvergne-Rhône-Alpes,oui,4499.0,2.0,2024-06-09,402.0,1105.118,27757.07286397715
Wilson,Matthew,master,Île-de-France,oui,500.0,0.0,2020-05-24,544.0,482.6199999999999,18672.718706990217
Ramirez,Ashley,bac,Corse,oui,1250.0,5.0,2023-03-15,557.0,1307.961000000001,500.0
Turner,Cindy,master,Île-de-France,non,3912.0,3.0,2024-09-07,581.0,1071.03,30288.82670482222
Parker,Tracy,doctorat,Auvergne-Rhône-Alpes,non,2051.0,1.0,2020-11-24,553.0,767.15,35233.927736663914
Thomas,Timothy,bac+2,Île-de-France,non,4141.0,4.0,2020-04-10,576.0,803.12,10073.290791595377
Livingston,Jasmine,bac,Normandie,oui,2096.0,0.0,2020-11-14,580.0,1129.98,500.0
Gardner,William,master,Auvergne-Rhône-Alpes,oui,3634.0,4.0,2025-01-18,595.0,1083.536,18094.90172010177
Smith,Wanda,aucun,Provence-Alpes-Côte d’Azur,oui,2303.0,5.0,2024-08-26,478.0,1036.642,500.0
Cortez,Carlos,bac,Île-de-France,oui,1759.0,1.0,2024-11-21,553.0,841.074,10508.958169952964
Simpson,Alicia,master,Corse,non,2369.0,5.0,2023-12-12,557.0,834.618,500.0
Cannon,William,doctorat,Occitanie,non,4653.0,0.0,2021-11-26,321.0,645.726,28626.23311421219
French,Christopher,aucun,Occitanie,non,2661.0,1.0,2022-03-09,553.0,796.7719999999999,500.0
Anderson,Brittany,master,Provence-Alpes-Côte d’Azur,non,500.0,2.0,2022-02-16,606.0,713.5759999999999,6791.945868893442
Alvarez,Anna,bac,Île-de-France,oui,3103.0,1.0,2020-06-01,553.0,1204.87,10856.91282140522
Murray,David,doctorat,Hauts-de-France,oui,3922.0,5.0,2021-07-31,557.0,1037.66,500.0
Chapman,Christopher,bac,Normandie,non,3986.0,4.0,2022-09-14,368.0,1289.58,13136.35075059826
White,Scott,doctorat,Corse,oui,5501.0,1.0,2021-08-22,628.0,988.994,20069.891635762317
Rice,Steven,bac,Auvergne-Rhône-Alpes,non,2489.0,3.0,2022-11-16,449.0,607.1000000000001,16951.603550852673
Patrick,Lance,bac+2,Auvergne-Rhône-Alpes,oui,1108.0,1.0,2021-07-26,553.0,721.398,500.0
Cook,Sara,master,Hauts-de-France,oui,665.0,0.0,2020-03-07,827.0,842.682,500.0
Powell,Elizabeth,aucun,Occitanie,oui,2843.0,5.0,2025-01-31,453.0,768.5260000000001,500.0
Gutierrez,Rebekah,bac,Bretagne,oui,1984.0,3.0,2025-02-22,451.0,588.21,500.0
Lewis,Mark,bac,Provence-Alpes-Côte d’Azur,non,1503.0,1.0,2023-09-11,553.0,902.8380000000001,19262.618653466987
Brady,Catherine,aucun,Bretagne,oui,2882.0,0.0,2023-06-23,573.0,767.55,4958.093848446732
Martin,Aaron,bac,Provence-Alpes-Côte d’Azur,non,2260.0,3.0,2020-11-30,640.0,683.436,16332.531480122769
Cooper,Morgan,bac+2,Auvergne-Rhône-Alpes,oui,1839.0,4.0,2020-08-06,546.0,708.818,8834.20723482096
Hall,Tracy,aucun,Bretagne,non,2409.0,1.0,2021-08-31,553.0,747.512,500.0
Webster,Brian,bac+2,Auvergne-Rhône-Alpes,non,500.0,3.0,2021-02-07,621.0,906.95,10970.335139378954
Tate,Beth,master,Bretagne,oui,1631.0,4.0,2024-07-12,576.0,742.66,500.0
Maxwell,Veronica,aucun,Bretagne,non,500.0,4.0,2021-02-02,576.0,806.098,13974.147005918265
James,Derrick,doctorat,Hauts-de-France,non,3813.0,4.0,2021-01-30,608.0,865.5780000000001,21288.389851588887
Jones,Tommy,bac+2,Normandie,non,2944.0,1.0,2025-01-04,553.0,873.97,24807.49331799818
Potts,Brad,bac+2,Hauts-de-France,oui,1787.0,3.0,2023-10-16,581.0,650.222,500.0
Garza,Joshua,bac,Corse,non,1627.0,0.0,2024-01-13,356.0,678.4,500.0
Rasmussen,Nathaniel,master,Auvergne-Rhône-Alpes,oui,858.0,0.0,2024-05-08,786.0,821.016,3195.0854436875466
Davenport,Carl,doctorat,Provence-Alpes-Côte d’Azur,oui,4252.0,1.0,2022-04-07,401.0,803.412,500.0
Olson,Ana,master,Bretagne,oui,1537.0,3.0,2023-12-07,682.0,886.96,25491.392829455865
Rodriguez,Jessica,doctorat,Normandie,non,1131.0,0.0,2024-01-09,467.0,671.032,18195.158740213275
Knapp,Stacey,bac,Normandie,oui,4589.0,0.0,2025-05-22,389.0,718.108,500.0
Porter,Elizabeth,master,Corse,non,3877.0,2.0,2021-01-10,577.0,647.4739999999999,24453.461863581266
Butler,Richard,aucun,Hauts-de-France,non,1637.0,5.0,2024-09-20,591.0,292.94,500.0
Nguyen,Laura,doctorat,Occitanie,oui,2274.0,2.0,2020-02-15,577.0,923.4939999999999,16434.10507499428
Green,Matthew,master,Normandie,non,4112.0,3.0,2021-10-13,581.0,665.4259999999999,30351.331916078558
Lopez,Angela,master,Provence-Alpes-Côte d’Azur,oui,987.0,0.0,2021-02-14,778.0,696.784,13882.841056177624
Monroe,Madison,master,Provence-Alpes-Côte d’Azur,non,1106.0,1.0,2021-09-08,559.0,750.434,17470.91347498265
Roman,Christopher,bac,Hauts-de-France,non,716.0,5.0,2025-01-13,632.0,638.208,500.0
Jones,Austin,bac,Hauts-de-France,non,4276.0,0.0,2022-05-27,478.0,777.494,16040.427506050592
Robinson,Alex,master,Hauts-de-France,non,3772.0,4.0,2023-03-01,386.0,677.904,500.0
Martin,Nichole,doctorat,Île-de-France,oui,657.0,1.0,2022-05-22,553.0,741.508,13996.712302238768
Mcpherson,Donna,aucun,Île-de-France,oui,2686.0,1.0,2023-09-21,457.0,975.93,500.0
Forbes,Robin,bac,Normandie,oui,3183.0,5.0,2025-02-24,557.0,820.406,11329.728378623
Parker,Leslie,doctorat,Hauts-de-France,non,1175.0,2.0,2024-07-01,763.0,641.362,22166.333438067617
Peterson,Kyle,bac,Île-de-France,oui,2220.0,3.0,2023-11-04,581.0,576.24,5323.233433464113
Smith,Gabriella,master,Provence-Alpes-Côte d’Azur,oui,3042.0,2.0,2022-10-19,596.0,554.51,34442.777781919875
Collins,Michael,doctorat,Hauts-de-France,non,2724.0,5.0,2021-07-31,557.0,629.2360000000001,18479.79922513718
Bautista,James,aucun,Provence-Alpes-Côte d’Azur,non,3136.0,3.0,2020-01-03,581.0,353.46,500.0
Williams,David,bac+2,Occitanie,non,4518.0,2.0,2024-11-12,834.0,1135.262,22743.289460155636
Kemp,Trevor,bac,Auvergne-Rhône-Alpes,non,2321.0,3.0,2022-10-10,581.0,921.01,500.0
Roman,Todd,doctorat,Provence-Alpes-Côte d’Azur,oui,2296.0,1.0,2021-07-23,664.0,324.22,26039.1924673522
Hammond,Daniel,doctorat,Auvergne-Rhône-Alpes,oui,3720.0,4.0,2020-07-24,576.0,683.53,8333.450879489175
Jenkins,Matthew,doctorat,Auvergne-Rhône-Alpes,non,2507.0,3.0,2024-10-26,665.0,590.316,32502.45738968504
Bell,James,master,Provence-Alpes-Côte d’Azur,non,956.0,2.0,2022-02-21,577.0,1053.1860000000001,31005.98202931224
Lewis,David,bac+2,Auvergne-Rhône-Alpes,non,1236.0,5.0,2020-03-14,797.0,621.3720000000001,30334.938442549043
Owen,Brittney,bac+2,Hauts-de-France,oui,770.0,1.0,2025-01-21,530.0,735.374,500.0
Levine,Jamie,doctorat,Provence-Alpes-Côte d’Azur,non,1948.0,0.0,2021-03-27,580.0,900.086,500.0
Jackson,Marcus,bac,Bretagne,non,3307.0,4.0,2023-11-29,576.0,937.16,13109.174932150589
Warren,Caroline,bac+2,Normandie,non,1184.0,0.0,2022-02-27,580.0,824.708,19058.859948114423
Rodriguez,Kevin,bac+2,Hauts-de-France,non,4327.0,0.0,2024-05-16,671.0,802.22,21377.04583434361
Young,Steven,doctorat,Auvergne-Rhône-Alpes,oui,2704.0,0.0,2024-12-20,443.0,884.836,17229.709250531378
Hayes,Leah,bac,Bretagne,non,2639.0,1.0,2024-05-30,553.0,741.266,26010.58630043527
Horton,Joshua,bac+2,Normandie,non,3633.0,1.0,2022-09-09,756.0,1002.762,19853.504939045702
Eaton,Nicole,bac,Hauts-de-France,oui,3056.0,3.0,2024-11-11,780.0,652.5,500.0
Boyle,Lisa,bac+2,Hauts-de-France,oui,3801.0,0.0,2024-01-10,580.0,682.47,11418.884064746571
Pierce,Eric,aucun,Normandie,oui,3042.0,4.0,2022-01-08,576.0,554.51,500.0
Bennett,Jason,master,Occitanie,oui,3145.0,4.0,2021-02-01,576.0,874.79,22914.99168546076
Mccall,Molly,bac+2,Bretagne,oui,2599.0,5.0,2022-07-23,557.0,1046.914,500.0
Brown,Mark,bac,Hauts-de-France,oui,4151.0,4.0,2024-01-05,576.0,933.358,12190.848654481688
Garcia,Leah,aucun,Hauts-de-France,non,3410.0,5.0,2024-10-09,707.0,1014.8,11206.62143586454
Snyder,Tamara,doctorat,Normandie,oui,1980.0,0.0,2020-12-24,580.0,920.45,500.0
Diaz,Matthew,bac+2,Provence-Alpes-Côte d’Azur,non,3250.0,5.0,2022-06-29,557.0,1023.518,16924.14431523937
Walsh,Brittany,doctorat,Auvergne-Rhône-Alpes,non,1925.0,4.0,2024-11-22,674.0,713.958,39179.539908572944
Frazier,Miguel,master,Bretagne,non,2918.0,1.0,2022-10-26,553.0,1108.38,35674.54425456137
Berry,Juan,master,Occitanie,non,2603.0,1.0,2024-07-09,558.0,773.056,36000.05811992677
Jackson,Tina,bac+2,Corse,non,3866.0,0.0,2022-04-06,580.0,712.67,16844.098492553883
Graves,Matthew,master,Occitanie,non,3337.0,2.0,2024-03-01,687.0,793.052,32790.127870949305
Williams,Rachel,master,Normandie,non,1655.0,5.0,2024-09-02,557.0,851.4739999999999,5177.434130280867
Long,Stephen,aucun,Corse,non,1954.0,5.0,2021-08-13,557.0,814.3120000000001,6366.342859916189
Hoffman,Brandon,bac,Hauts-de-France,non,2315.0,2.0,2023-10-03,749.0,924.6200000000001,17200.94367853948
Wilson,Ronnie,doctorat,Occitanie,oui,2560.0,0.0,2024-11-02,557.0,918.018,20101.202727313528
Gray,Laurie,bac,Corse,oui,1731.0,3.0,2023-07-15,581.0,829.0260000000001,500.0
Morgan,Diane,aucun,Île-de-France,non,3665.0,0.0,2020-09-11,356.0,1112.17,17977.875617211103
Patel,Kelly,bac+2,Provence-Alpes-Côte d’Azur,non,1815.0,3.0,2023-08-15,581.0,547.96,16183.317063799392
Alexander,Olivia,aucun,Corse,non,3778.0,0.0,2024-01-06,595.0,1054.4919999999997,500.0
Miller,Peter,master,Auvergne-Rhône-Alpes,non,1581.0,3.0,2022-11-10,711.0,870.684,28646.555726940034
Vasquez,Rebecca,master,Occitanie,oui,855.0,3.0,2024-12-12,581.0,1001.6380000000001,500.0
Franco,Jennifer,bac,Occitanie,oui,1605.0,3.0,2023-04-05,568.0,734.0719999999999,4721.270985384865
Rivera,Frances,bac,Île-de-France,non,2490.0,2.0,2021-05-09,324.0,607.1,11850.369614690995
Hernandez,Richard,doctorat,Normandie,oui,500.0,3.0,2021-02-08,754.0,654.534,13519.885861560002
Smith,Robert,aucun,Bretagne,non,1580.0,5.0,2020-01-09,496.0,836.5600000000001,500.0
Sherman,Tonya,bac+2,Bretagne,oui,4391.0,5.0,2021-10-30,557.0,634.864,500.0
Tran,Charlotte,bac+2,Corse,oui,1430.0,5.0,2023-10-31,557.0,696.388,500.0
Griffin,Kathryn,bac+2,Normandie,oui,2868.0,5.0,2022-12-22,557.0,656.09,3936.987882199189
Christensen,James,doctorat,Hauts-de-France,non,5013.0,3.0,2022-02-21,606.0,1102.45,23530.673118409748
Terry,Edgar,bac+2,Île-de-France,oui,1923.0,4.0,2020-06-09,576.0,713.958,9548.136652521298
Walters,Charles,aucun,Bretagne,non,2434.0,1.0,2023-12-19,553.0,664.93,15614.34166031232
Schultz,Russell,master,Auvergne-Rhône-Alpes,oui,1564.0,4.0,2024-01-14,576.0,400.222,500.0
Dickson,John,doctorat,Normandie,non,3815.0,4.0,2023-02-19,576.0,803.632,23774.942935441304
Myers,Barbara,doctorat,Hauts-de-France,non,3118.0,2.0,2024-04-13,577.0,498.13,34422.793749033444
Wilson,Taylor,doctorat,Occitanie,oui,2709.0,0.0,2024-04-09,580.0,827.5620000000001,500.0
Allen,Elizabeth,bac,Île-de-France,oui,4923.0,1.0,2022-09-18,720.0,904.94,500.0
Kelly,Catherine,bac,Corse,oui,1152.0,5.0,2024-01-25,614.0,820.344,500.0
James,Kelli,bac,Provence-Alpes-Côte d’Azur,oui,1704.0,2.0,2024-03-13,577.0,965.57,9216.207178620856
Owens,Autumn,master,Occitanie,oui,4556.0,1.0,2022-03-25,558.0,760.484,14310.105944880894
Rowe,Bradley,aucun,Occitanie,oui,2777.0,4.0,2021-01-28,576.0,1000.21,500.0
Ramirez,Devin,bac,Bretagne,oui,2697.0,2.0,2024-08-14,593.0,872.61,4136.961924127789
Santiago,Stephanie,doctorat,Hauts-de-France,oui,3379.0,3.0,2020-07-17,632.0,900.208,500.0
Graham,Katherine,master,Occitanie,oui,963.0,2.0,2022-09-21,808.0,825.348,13706.389154946404
Ward,Alec,bac,Bretagne,non,2101.0,4.0,2025-03-11,576.0,1038.872,14866.12069737865
Chavez,Christopher,master,Normandie,oui,986.0,5.0,2020-07-14,557.0,601.832,500.0
Trevino,Jeffrey,bac+2,Corse,non,2730.0,0.0,2025-04-13,306.0,729.298,13357.067779901594
Arias,Leslie,bac+2,Île-de-France,non,2446.0,3.0,2023-06-28,581.0,701.9499999999999,500.0
Thomas,Allison,bac,Auvergne-Rhône-Alpes,non,888.0,2.0,2021-10-01,684.0,458.53,12878.232973245456
Castro,Adam,master,Normandie,oui,3122.0,3.0,2022-03-07,581.0,520.07,13927.24723130989
Williams,Wendy,master,Bretagne,non,2843.0,0.0,2021-08-18,335.0,715.518,7502.270222325245
Reyes,Zachary,master,Provence-Alpes-Côte d’Azur,oui,1960.0,5.0,2022-01-29,557.0,641.038,500.0
Boyd,Lydia,doctorat,Normandie,oui,2752.0,4.0,2020-07-17,308.0,519.52,500.0
Lopez,Laura,master,Provence-Alpes-Côte d’Azur,oui,4656.0,2.0,2021-02-12,577.0,645.726,2776.0609225830044
Shannon,Carol,master,Normandie,oui,4629.0,3.0,2024-11-10,581.0,599.914,500.0
Johnson,Marisa,master,Bretagne,non,2403.0,4.0,2023-10-07,576.0,981.972,29413.15319571625
Brown,Susan,bac+2,Hauts-de-France,oui,1570.0,1.0,2025-01-23,302.0,524.3100000000001,500.0
Patterson,Amanda,aucun,Auvergne-Rhône-Alpes,non,574.0,2.0,2024-10-13,577.0,785.8320000000001,500.0
Grant,Jacqueline,aucun,Corse,oui,2824.0,2.0,2021-08-28,577.0,1122.674,500.0
Rice,Mario,bac,Provence-Alpes-Côte d’Azur,non,2114.0,3.0,2020-07-19,581.0,725.822,11307.782559114445
Hernandez,Harold,bac+2,Occitanie,oui,1853.0,5.0,2023-05-17,557.0,791.276,500.0
Miller,Robin,master,Normandie,oui,2420.0,2.0,2022-05-10,677.0,664.4159999999999,500.0
Lewis,John,master,Provence-Alpes-Côte d’Azur,non,859.0,5.0,2020-11-13,659.0,922.392,24135.058602084555
Young,Aaron,bac,Corse,oui,1293.0,0.0,2022-07-06,692.0,803.36,500.0
King,Anna,bac,Occitanie,non,3539.0,0.0,2022-11-16,580.0,546.456,13612.407133409852
Pittman,Lisa,bac+2,Auvergne-Rhône-Alpes,oui,3441.0,3.0,2024-01-04,581.0,851.302,8437.208767183267
Gomez,Theresa,aucun,Auvergne-Rhône-Alpes,non,1012.0,2.0,2024-10-28,719.0,949.92,500.0
Oneill,John,aucun,Corse,oui,778.0,1.0,2023-02-26,553.0,661.674,500.0
Sellers,Vanessa,bac,Île-de-France,oui,3265.0,5.0,2021-09-21,416.0,599.094,500.0
Mccoy,Jill,master,Auvergne-Rhône-Alpes,non,2706.0,5.0,2020-07-18,557.0,900.2439999999999,3877.8074054585
Boone,Kerri,doctorat,Normandie,oui,2556.0,2.0,2020-01-25,577.0,730.0559999999999,11820.033586900914
Cobb,Selena,doctorat,Normandie,oui,1180.0,3.0,2020-10-08,581.0,840.9359999999999,500.0
Gates,Jason,master,Île-de-France,oui,2399.0,4.0,2021-08-18,378.0,894.4619999999999,13779.911053967198
Hill,Richard,aucun,Hauts-de-France,non,3674.0,3.0,2021-07-01,805.0,980.67,3164.246634451308
Brooks,Johnathan,master,Occitanie,oui,1357.0,5.0,2020-11-22,557.0,617.11,11560.70320160385
Lewis,Sarah,bac,Île-de-France,non,3264.0,4.0,2025-02-24,576.0,599.094,929.7763521751212
Hopkins,Kirk,doctorat,Bretagne,oui,2582.0,4.0,2023-08-06,576.0,782.222,34147.79260060682
Anderson,Carly,aucun,Occitanie,non,1619.0,1.0,2022-08-27,553.0,898.284,15302.681075646327
Brewer,Gina,aucun,Hauts-de-France,non,2043.0,1.0,2025-02-21,315.0,789.0999999999999,500.0
Ross,Mason,doctorat,Hauts-de-France,oui,3001.0,5.0,2021-10-29,557.0,838.854,18178.48080575543
Bailey,Alex,doctorat,Hauts-de-France,non,2105.0,4.0,2023-10-11,576.0,880.0859999999999,23766.373186543675
Diaz,Laura,bac+2,Hauts-de-France,non,500.0,5.0,2022-05-14,746.0,837.7660000000002,500.0
Wilkins,Kelly,doctorat,Normandie,oui,2326.0,4.0,2021-08-05,654.0,653.408,11882.756633659226
Madden,James,master,Hauts-de-France,oui,1275.0,3.0,2023-05-19,399.0,672.77,500.0
Charles,Justin,bac,Provence-Alpes-Côte d’Azur,oui,2442.0,0.0,2021-01-20,536.0,611.582,10830.209741177352
Taylor,Anna,bac+2,Corse,non,1305.0,2.0,2024-08-21,693.0,646.28,10101.05452495821
Thomas,Leslie,master,Provence-Alpes-Côte d’Azur,oui,1803.0,0.0,2021-07-13,580.0,893.7280000000001,12610.398169813208
Gay,Jackson,bac,Île-de-France,non,2884.0,2.0,2025-01-20,550.0,862.4100000000001,19179.76512783229
Davis,Derrick,aucun,Hauts-de-France,oui,1313.0,0.0,2021-08-17,580.0,871.0039999999999,500.0
Nguyen,Timothy,master,Provence-Alpes-Côte d’Azur,non,2623.0,3.0,2022-08-29,581.0,1022.6580000000001,26853.928695081147
Hansen,Bradley,master,Hauts-de-France,oui,1157.0,3.0,2022-06-06,581.0,941.8459999999999,500.0
Edwards,Brian,master,Auvergne-Rhône-Alpes,oui,500.0,0.0,2024-11-21,835.0,878.36,500.0
Murray,Gary,master,Île-de-France,oui,500.0,5.0,2021-08-26,362.0,880.78,500.0
Reed,Robert,bac+2,Corse,non,1929.0,4.0,2023-08-03,576.0,534.39,500.0
Mcfarland,Donna,bac+2,Bretagne,oui,4212.0,0.0,2022-07-02,498.0,740.538,7340.3351191521215
Mooney,Susan,bac+2,Normandie,oui,2710.0,2.0,2021-08-09,577.0,733.522,8350.020806292578
Lopez,Lauren,bac+2,Auvergne-Rhône-Alpes,non,3743.0,4.0,2022-02-08,576.0,982.6,500.0
Lester,Michael,bac+2,Provence-Alpes-Côte d’Azur,non,3637.0,5.0,2024-10-03,559.0,1049.57,500.0
Gordon,Judith,bac+2,Auvergne-Rhône-Alpes,non,2399.0,3.0,2022-09-25,581.0,960.552,24371.0037136856
